homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.11802995123202167,0.159919217969692,0.13581805300758149,0.1072592662712729,0.011345221147242492,0.035064606485236766,0.15866545893719808,0.05605877616747182,100,1,1932,200.0,361.5622767933624
