homogeneity,completeness,v_measure,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.0277235436946714,0.3320501435577226,0.05117442987033332,6.452513469969424e-05,0.09479408999712,0.9445222611305653,0.03121560780390195,100,1,18881,200.0,1877.8719764669795
