homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.06567537830397863,0.29553717276551117,0.107468666671714,0.09590676510882012,0.008039543864518741,0.092348725711928,0.7178502879078695,0.03086170320234367,100,1,9450,200.0,1287.414921460832
