homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.33638930819142465,0.28613707386591614,0.3092349339720295,0.2369946261590095,0.020497312670240284,0.03045291264829938,0.08825588605949071,0.22832109779760357,580,1,2886,86.20689655172414,192.66877586629568
