homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.04887016571698192,0.11456494936020598,0.06851413856742691,0.06465599804910492,0.0040355328240433115,0.05128997552262578,0.33846,0.03078,14,88,15682,3571.4285714285716,4402.018801710442
