homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.988452984378725,0.6164269467412644,0.7593204243418418,0.6875497242915678,0.11211930845393114,0.23702025109283678,0.09262301650905594,0.9654191376823209,1763,1,104,28.360748723766307,11.746581158926503
