m0/100/CCS 	5
m1/100/CCS 	24
m2/100/CCS 	17
m3/100/CCS 	51
m4/100/CCS 	1
m5/100/CCS 	16
m6/100/CCS 	6
m7/100/CCS 	0
m8/100/CCS 	27
m9/100/CCS 	14
m10/100/CCS 	1
m11/100/CCS 	2
m12/100/CCS 	8
m13/100/CCS 	7
m14/100/CCS 	8
m15/100/CCS 	14
m16/100/CCS 	27
m17/100/CCS 	10
m18/100/CCS 	9
m19/100/CCS 	0
m20/100/CCS 	8
m21/100/CCS 	23
m22/100/CCS 	2
m23/100/CCS 	0
m24/100/CCS 	0
m25/100/CCS 	2
m26/100/CCS 	23
m27/100/CCS 	18
m28/100/CCS 	18
m29/100/CCS 	4
m30/100/CCS 	0
m31/100/CCS 	19
m32/100/CCS 	4
m33/100/CCS 	24
m34/100/CCS 	9
m35/100/CCS 	0
m36/100/CCS 	7
m37/100/CCS 	8
m38/100/CCS 	10
m39/100/CCS 	8
m40/100/CCS 	1
m41/100/CCS 	0
m42/100/CCS 	9
m43/100/CCS 	20
m44/100/CCS 	17
m45/100/CCS 	20
m46/100/CCS 	16
m47/100/CCS 	1
m48/100/CCS 	18
m49/100/CCS 	18
m50/100/CCS 	7
m51/100/CCS 	7
m52/100/CCS 	9
m53/100/CCS 	8
m54/100/CCS 	2
m55/100/CCS 	0
m56/100/CCS 	1
m57/100/CCS 	14
m58/100/CCS 	19
m59/100/CCS 	5
m60/100/CCS 	25
m61/100/CCS 	0
m62/100/CCS 	1
m63/100/CCS 	15
m64/100/CCS 	29
m65/100/CCS 	24
m66/100/CCS 	0
m67/100/CCS 	1
m68/100/CCS 	3
m69/100/CCS 	11
m70/100/CCS 	1
m71/100/CCS 	3
m72/100/CCS 	22
m73/100/CCS 	3
m74/100/CCS 	11
m75/100/CCS 	3
m76/100/CCS 	13
m77/100/CCS 	1
m78/100/CCS 	11
m79/100/CCS 	14
m80/100/CCS 	2
m81/100/CCS 	5
m82/100/CCS 	5
m83/100/CCS 	1
m84/100/CCS 	25
m85/100/CCS 	8
m86/100/CCS 	15
m87/100/CCS 	12
m88/100/CCS 	10
m89/100/CCS 	0
m90/100/CCS 	6
m91/100/CCS 	16
m92/100/CCS 	1
m93/100/CCS 	5
m94/100/CCS 	12
m95/100/CCS 	24
m96/100/CCS 	3
m97/100/CCS 	8
m98/100/CCS 	0
m99/100/CCS 	2
m100/100/CCS 	20
m101/100/CCS 	3
m102/100/CCS 	24
m103/100/CCS 	4
m104/100/CCS 	35
m105/100/CCS 	7
m106/100/CCS 	9
m107/100/CCS 	4
m108/100/CCS 	14
m109/100/CCS 	24
m110/100/CCS 	2
m111/100/CCS 	4
m112/100/CCS 	24
m113/100/CCS 	17
m114/100/CCS 	0
m115/100/CCS 	2
m116/100/CCS 	4
m117/100/CCS 	1
m118/100/CCS 	23
m119/100/CCS 	23
m120/100/CCS 	15
m121/100/CCS 	10
m122/100/CCS 	9
m123/100/CCS 	15
m124/100/CCS 	4
m125/100/CCS 	24
m126/100/CCS 	4
m127/100/CCS 	14
m128/100/CCS 	13
m129/100/CCS 	1
m130/100/CCS 	8
m131/100/CCS 	1
m132/100/CCS 	18
m133/100/CCS 	6
m134/100/CCS 	17
m135/100/CCS 	21
m136/100/CCS 	5
m137/100/CCS 	10
m138/100/CCS 	23
m139/100/CCS 	6
m140/100/CCS 	13
m141/100/CCS 	22
m142/100/CCS 	4
m143/100/CCS 	11
m144/100/CCS 	25
m145/100/CCS 	25
m146/100/CCS 	5
m147/100/CCS 	60
m148/100/CCS 	7
m149/100/CCS 	10
m150/100/CCS 	4
m151/100/CCS 	24
m152/100/CCS 	8
m153/100/CCS 	0
m154/100/CCS 	0
m155/100/CCS 	21
m156/100/CCS 	5
m157/100/CCS 	3
m158/100/CCS 	1
m159/100/CCS 	22
m160/100/CCS 	12
m161/100/CCS 	4
m162/100/CCS 	1
m163/100/CCS 	1
m164/100/CCS 	33
m165/100/CCS 	7
m166/100/CCS 	17
m167/100/CCS 	8
m168/100/CCS 	5
m169/100/CCS 	5
m170/100/CCS 	10
m171/100/CCS 	4
m172/100/CCS 	0
m173/100/CCS 	21
m174/100/CCS 	3
m175/100/CCS 	1
m176/100/CCS 	4
m177/100/CCS 	40
m178/100/CCS 	20
m179/100/CCS 	10
m180/100/CCS 	12
m181/100/CCS 	24
m182/100/CCS 	14
m183/100/CCS 	14
m184/100/CCS 	11
m185/100/CCS 	7
m186/100/CCS 	1
m187/100/CCS 	1
m188/100/CCS 	8
m189/100/CCS 	9
m190/100/CCS 	20
m191/100/CCS 	27
m192/100/CCS 	1
m193/100/CCS 	8
m194/100/CCS 	17
m195/100/CCS 	20
m196/100/CCS 	1
m197/100/CCS 	19
m198/100/CCS 	2
m199/100/CCS 	28
m200/100/CCS 	3
m201/100/CCS 	24
m202/100/CCS 	27
m203/100/CCS 	4
m204/100/CCS 	1
m205/100/CCS 	23
m206/100/CCS 	1
m207/100/CCS 	9
m208/100/CCS 	1
m209/100/CCS 	34
m210/100/CCS 	26
m211/100/CCS 	6
m212/100/CCS 	0
m213/100/CCS 	6
m214/100/CCS 	9
m215/100/CCS 	24
m216/100/CCS 	2
m217/100/CCS 	0
m218/100/CCS 	7
m219/100/CCS 	2
m220/100/CCS 	9
m221/100/CCS 	4
m222/100/CCS 	5
m223/100/CCS 	21
m224/100/CCS 	25
m225/100/CCS 	11
m226/100/CCS 	8
m227/100/CCS 	12
m228/100/CCS 	21
m229/100/CCS 	26
m230/100/CCS 	10
m231/100/CCS 	17
m232/100/CCS 	9
m233/100/CCS 	8
m234/100/CCS 	28
m235/100/CCS 	16
m236/100/CCS 	22
m237/100/CCS 	6
m238/100/CCS 	6
m239/100/CCS 	1
m240/100/CCS 	22
m241/100/CCS 	0
m242/100/CCS 	4
m243/100/CCS 	19
m244/100/CCS 	3
m245/100/CCS 	18
m246/100/CCS 	21
m247/100/CCS 	3
m248/100/CCS 	19
m249/100/CCS 	8
m250/100/CCS 	7
m251/100/CCS 	0
m252/100/CCS 	9
m253/100/CCS 	5
m254/100/CCS 	14
m255/100/CCS 	3
m256/100/CCS 	1
m257/100/CCS 	13
m258/100/CCS 	1
m259/100/CCS 	8
m260/100/CCS 	3
m261/100/CCS 	14
m262/100/CCS 	21
m263/100/CCS 	29
m264/100/CCS 	1
m265/100/CCS 	22
m266/100/CCS 	0
m267/100/CCS 	11
m268/100/CCS 	1
m269/100/CCS 	3
m270/100/CCS 	0
m271/100/CCS 	5
m272/100/CCS 	0
m273/100/CCS 	6
m274/100/CCS 	25
m275/100/CCS 	4
m276/100/CCS 	12
m277/100/CCS 	20
m278/100/CCS 	7
m279/100/CCS 	12
m280/100/CCS 	9
m281/100/CCS 	8
m282/100/CCS 	0
m283/100/CCS 	15
m284/100/CCS 	2
m285/100/CCS 	1
m286/100/CCS 	1
m287/100/CCS 	0
m288/100/CCS 	8
m289/100/CCS 	15
m290/100/CCS 	27
m291/100/CCS 	3
m292/100/CCS 	15
m293/100/CCS 	2
m294/100/CCS 	2
m295/100/CCS 	0
m296/100/CCS 	0
m297/100/CCS 	9
m298/100/CCS 	5
m299/100/CCS 	7
m300/100/CCS 	8
m301/100/CCS 	22
m302/100/CCS 	8
m303/100/CCS 	16
m304/100/CCS 	0
m305/100/CCS 	22
m306/100/CCS 	0
m307/100/CCS 	21
m308/100/CCS 	7
m309/100/CCS 	1
m310/100/CCS 	12
m311/100/CCS 	14
m312/100/CCS 	2
m313/100/CCS 	3
m314/100/CCS 	2
m315/100/CCS 	1
m316/100/CCS 	3
m317/100/CCS 	4
m318/100/CCS 	16
m319/100/CCS 	25
m320/100/CCS 	17
m321/100/CCS 	9
m322/100/CCS 	12
m323/100/CCS 	18
m324/100/CCS 	0
m325/100/CCS 	17
m326/100/CCS 	12
m327/100/CCS 	1
m328/100/CCS 	4
m329/100/CCS 	13
m330/100/CCS 	37
m331/100/CCS 	6
m332/100/CCS 	0
m333/100/CCS 	7
m334/100/CCS 	1
m335/100/CCS 	16
m336/100/CCS 	8
m337/100/CCS 	22
m338/100/CCS 	27
m339/100/CCS 	6
m340/100/CCS 	1
m341/100/CCS 	2
m342/100/CCS 	6
m343/100/CCS 	16
m344/100/CCS 	0
m345/100/CCS 	3
m346/100/CCS 	16
m347/100/CCS 	16
m348/100/CCS 	8
m349/100/CCS 	41
m350/100/CCS 	2
m351/100/CCS 	10
m352/100/CCS 	8
m353/100/CCS 	20
m354/100/CCS 	16
m355/100/CCS 	21
m356/100/CCS 	11
m357/100/CCS 	15
m358/100/CCS 	5
m359/100/CCS 	6
m360/100/CCS 	1
m361/100/CCS 	2
m362/100/CCS 	20
m363/100/CCS 	11
m364/100/CCS 	1
m365/100/CCS 	1
m366/100/CCS 	8
m367/100/CCS 	8
m368/100/CCS 	5
m369/100/CCS 	18
m370/100/CCS 	60
m371/100/CCS 	18
m372/100/CCS 	1
m373/100/CCS 	12
m374/100/CCS 	13
m375/100/CCS 	7
m376/100/CCS 	0
m377/100/CCS 	9
m378/100/CCS 	28
m379/100/CCS 	10
m380/100/CCS 	4
m381/100/CCS 	0
m382/100/CCS 	2
m383/100/CCS 	0
m384/100/CCS 	5
m385/100/CCS 	22
m386/100/CCS 	3
m387/100/CCS 	15
m388/100/CCS 	13
m389/100/CCS 	16
m390/100/CCS 	2
m391/100/CCS 	2
m392/100/CCS 	18
m393/100/CCS 	10
m394/100/CCS 	9
m395/100/CCS 	22
m396/100/CCS 	7
m397/100/CCS 	0
m398/100/CCS 	15
m399/100/CCS 	21
m400/100/CCS 	10
m401/100/CCS 	22
m402/100/CCS 	7
m403/100/CCS 	18
m404/100/CCS 	4
m405/100/CCS 	22
m406/100/CCS 	24
m407/100/CCS 	4
m408/100/CCS 	0
m409/100/CCS 	0
m410/100/CCS 	6
m411/100/CCS 	33
m412/100/CCS 	19
m413/100/CCS 	21
m414/100/CCS 	15
m415/100/CCS 	23
m416/100/CCS 	15
m417/100/CCS 	1
m418/100/CCS 	14
m419/100/CCS 	9
m420/100/CCS 	26
m421/100/CCS 	6
m422/100/CCS 	25
m423/100/CCS 	26
m424/100/CCS 	7
m425/100/CCS 	1
m426/100/CCS 	4
m427/100/CCS 	23
m428/100/CCS 	32
m429/100/CCS 	15
m430/100/CCS 	9
m431/100/CCS 	7
m432/100/CCS 	5
m433/100/CCS 	21
m434/100/CCS 	19
m435/100/CCS 	10
m436/100/CCS 	16
m437/100/CCS 	6
m438/100/CCS 	24
m439/100/CCS 	1
m440/100/CCS 	11
m441/100/CCS 	1
m442/100/CCS 	7
m443/100/CCS 	16
m444/100/CCS 	7
m445/100/CCS 	0
m446/100/CCS 	17
m447/100/CCS 	2
m448/100/CCS 	18
m449/100/CCS 	1
m450/100/CCS 	1
m451/100/CCS 	17
m452/100/CCS 	20
m453/100/CCS 	11
m454/100/CCS 	14
m455/100/CCS 	2
m456/100/CCS 	1
m457/100/CCS 	1
m458/100/CCS 	0
m459/100/CCS 	1
m460/100/CCS 	11
m461/100/CCS 	23
m462/100/CCS 	3
m463/100/CCS 	7
m464/100/CCS 	15
m465/100/CCS 	4
m466/100/CCS 	14
