homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.43671990924771226,0.4586485738320686,0.44741571168902994,0.3779625145499537,0.08748026374732569,0.09967893996863011,0.21750875437718858,0.2062031015507754,100,5,310,100.0,65.31217344415971
