m0/700/CCS 	58
m1/700/CCS 	8
m2/700/CCS 	9
m3/700/CCS 	13
m4/700/CCS 	19
m5/700/CCS 	67
m6/700/CCS 	7
m7/700/CCS 	3
m8/700/CCS 	4
m9/700/CCS 	25
m10/700/CCS 	83
m11/700/CCS 	0
m12/700/CCS 	22
m13/700/CCS 	39
m14/700/CCS 	1
m15/700/CCS 	5
m16/700/CCS 	12
m17/700/CCS 	2
m18/700/CCS 	12
m19/700/CCS 	16
m20/700/CCS 	6
m21/700/CCS 	0
m22/700/CCS 	12
m23/700/CCS 	8
m24/700/CCS 	13
m25/700/CCS 	15
m26/700/CCS 	3
m27/700/CCS 	87
m28/700/CCS 	1
m29/700/CCS 	15
m30/700/CCS 	4
m31/700/CCS 	7
m32/700/CCS 	1
m33/700/CCS 	18
m34/700/CCS 	3
m35/700/CCS 	9
m36/700/CCS 	27
m37/700/CCS 	12
m38/700/CCS 	2
m39/700/CCS 	5
m40/700/CCS 	4
m41/700/CCS 	12
m42/700/CCS 	16
m43/700/CCS 	34
m44/700/CCS 	2
m45/700/CCS 	1
m46/700/CCS 	13
m47/700/CCS 	27
m48/700/CCS 	15
m49/700/CCS 	3
m50/700/CCS 	26
m51/700/CCS 	24
m52/700/CCS 	12
m53/700/CCS 	2
m54/700/CCS 	9
m55/700/CCS 	2
m56/700/CCS 	20
m57/700/CCS 	6
m58/700/CCS 	9
m59/700/CCS 	78
m60/700/CCS 	29
m61/700/CCS 	23
m62/700/CCS 	0
m63/700/CCS 	29
m64/700/CCS 	3
m65/700/CCS 	6
m66/700/CCS 	3
m67/700/CCS 	2
m68/700/CCS 	10
m69/700/CCS 	60
m70/700/CCS 	31
m71/700/CCS 	22
m72/700/CCS 	13
m73/700/CCS 	0
m74/700/CCS 	27
m75/700/CCS 	79
m76/700/CCS 	9
m77/700/CCS 	9
m78/700/CCS 	3
m79/700/CCS 	8
m80/700/CCS 	30
m81/700/CCS 	82
m82/700/CCS 	5
m83/700/CCS 	15
m84/700/CCS 	1
m85/700/CCS 	1
m86/700/CCS 	4
m87/700/CCS 	17
m88/700/CCS 	19
m89/700/CCS 	0
m90/700/CCS 	19
m91/700/CCS 	12
m92/700/CCS 	1
m93/700/CCS 	6
m94/700/CCS 	12
m95/700/CCS 	1
m96/700/CCS 	15
m97/700/CCS 	13
m98/700/CCS 	2
m99/700/CCS 	2
m100/700/CCS 	30
m101/700/CCS 	26
m102/700/CCS 	71
m103/700/CCS 	17
m104/700/CCS 	18
m105/700/CCS 	57
m106/700/CCS 	12
m107/700/CCS 	9
m108/700/CCS 	4
m109/700/CCS 	12
m110/700/CCS 	6
m111/700/CCS 	16
m112/700/CCS 	6
m113/700/CCS 	30
m114/700/CCS 	7
m115/700/CCS 	1
m116/700/CCS 	7
m117/700/CCS 	18
m118/700/CCS 	4
m119/700/CCS 	14
m120/700/CCS 	48
m121/700/CCS 	15
m122/700/CCS 	17
m123/700/CCS 	4
m124/700/CCS 	26
m125/700/CCS 	3
m126/700/CCS 	99
m127/700/CCS 	58
m128/700/CCS 	1
m129/700/CCS 	7
m130/700/CCS 	0
m131/700/CCS 	14
m132/700/CCS 	6
m133/700/CCS 	46
m134/700/CCS 	33
m135/700/CCS 	24
m136/700/CCS 	0
m137/700/CCS 	10
m138/700/CCS 	23
m139/700/CCS 	17
m140/700/CCS 	71
m141/700/CCS 	30
m142/700/CCS 	10
m143/700/CCS 	22
m144/700/CCS 	3
m145/700/CCS 	2
m146/700/CCS 	19
m147/700/CCS 	7
m148/700/CCS 	20
m149/700/CCS 	7
m150/700/CCS 	51
m151/700/CCS 	4
m152/700/CCS 	18
m153/700/CCS 	20
m154/700/CCS 	14
m155/700/CCS 	2
m156/700/CCS 	21
m157/700/CCS 	5
m158/700/CCS 	1
m159/700/CCS 	14
m160/700/CCS 	3
m161/700/CCS 	76
m162/700/CCS 	21
m163/700/CCS 	80
m164/700/CCS 	8
m165/700/CCS 	8
m166/700/CCS 	6
m167/700/CCS 	12
m168/700/CCS 	36
m169/700/CCS 	1
m170/700/CCS 	2
m171/700/CCS 	17
m172/700/CCS 	14
m173/700/CCS 	16
m174/700/CCS 	7
m175/700/CCS 	12
m176/700/CCS 	11
m177/700/CCS 	26
m178/700/CCS 	5
m179/700/CCS 	18
m180/700/CCS 	6
m181/700/CCS 	31
m182/700/CCS 	12
m183/700/CCS 	11
m184/700/CCS 	1
m185/700/CCS 	6
m186/700/CCS 	4
m187/700/CCS 	13
m188/700/CCS 	13
m189/700/CCS 	9
m190/700/CCS 	14
m191/700/CCS 	1
m192/700/CCS 	23
m193/700/CCS 	16
m194/700/CCS 	95
m195/700/CCS 	16
m196/700/CCS 	23
m197/700/CCS 	3
m198/700/CCS 	13
m199/700/CCS 	89
m200/700/CCS 	1
m201/700/CCS 	26
m202/700/CCS 	4
m203/700/CCS 	7
m204/700/CCS 	22
m205/700/CCS 	0
m206/700/CCS 	42
m207/700/CCS 	1
m208/700/CCS 	23
m209/700/CCS 	19
m210/700/CCS 	8
m211/700/CCS 	5
m212/700/CCS 	71
m213/700/CCS 	13
m214/700/CCS 	3
m215/700/CCS 	8
m216/700/CCS 	21
m217/700/CCS 	43
m218/700/CCS 	21
m219/700/CCS 	10
m220/700/CCS 	20
m221/700/CCS 	18
m222/700/CCS 	5
m223/700/CCS 	2
m224/700/CCS 	12
m225/700/CCS 	18
m226/700/CCS 	3
m227/700/CCS 	24
m228/700/CCS 	7
m229/700/CCS 	9
m230/700/CCS 	15
m231/700/CCS 	17
m232/700/CCS 	16
m233/700/CCS 	13
m234/700/CCS 	17
m235/700/CCS 	19
m236/700/CCS 	19
m237/700/CCS 	35
m238/700/CCS 	12
m239/700/CCS 	23
m240/700/CCS 	15
m241/700/CCS 	0
m242/700/CCS 	5
m243/700/CCS 	30
m244/700/CCS 	11
m245/700/CCS 	23
m246/700/CCS 	6
m247/700/CCS 	4
m248/700/CCS 	17
m249/700/CCS 	1
m250/700/CCS 	35
m251/700/CCS 	14
m252/700/CCS 	26
m253/700/CCS 	23
m254/700/CCS 	19
m255/700/CCS 	15
m256/700/CCS 	27
m257/700/CCS 	2
m258/700/CCS 	4
m259/700/CCS 	0
m260/700/CCS 	2
m261/700/CCS 	15
m262/700/CCS 	44
m263/700/CCS 	35
m264/700/CCS 	17
