m0/700/CCS 	0
m1/700/CCS 	80
m2/700/CCS 	6
m3/700/CCS 	3
m4/700/CCS 	4
m5/700/CCS 	30
m6/700/CCS 	1
m7/700/CCS 	5
m8/700/CCS 	4
m9/700/CCS 	7
m10/700/CCS 	1
m11/700/CCS 	0
m12/700/CCS 	8
m13/700/CCS 	13
m14/700/CCS 	2
m15/700/CCS 	0
m16/700/CCS 	79
m17/700/CCS 	4
m18/700/CCS 	5
m19/700/CCS 	7
m20/700/CCS 	1
m21/700/CCS 	0
m22/700/CCS 	4
m23/700/CCS 	63
m24/700/CCS 	3
m25/700/CCS 	17
m26/700/CCS 	5
m27/700/CCS 	71
m28/700/CCS 	2
m29/700/CCS 	5
m30/700/CCS 	51
m31/700/CCS 	0
m32/700/CCS 	2
m33/700/CCS 	1
m34/700/CCS 	0
m35/700/CCS 	98
m36/700/CCS 	7
m37/700/CCS 	25
m38/700/CCS 	0
m39/700/CCS 	0
m40/700/CCS 	4
m41/700/CCS 	5
m42/700/CCS 	7
m43/700/CCS 	12
m44/700/CCS 	0
m45/700/CCS 	2
m46/700/CCS 	3
m47/700/CCS 	1
m48/700/CCS 	5
m49/700/CCS 	5
m50/700/CCS 	5
m51/700/CCS 	0
m52/700/CCS 	3
m53/700/CCS 	4
m54/700/CCS 	0
m55/700/CCS 	77
m56/700/CCS 	89
m57/700/CCS 	1
m58/700/CCS 	0
m59/700/CCS 	3
m60/700/CCS 	6
m61/700/CCS 	10
m62/700/CCS 	54
m63/700/CCS 	6
m64/700/CCS 	5
m65/700/CCS 	1
m66/700/CCS 	5
m67/700/CCS 	8
m68/700/CCS 	2
m69/700/CCS 	3
m70/700/CCS 	2
m71/700/CCS 	8
m72/700/CCS 	3
m73/700/CCS 	34
m74/700/CCS 	1
m75/700/CCS 	2
m76/700/CCS 	0
m77/700/CCS 	27
m78/700/CCS 	24
m79/700/CCS 	20
m80/700/CCS 	68
m81/700/CCS 	3
m82/700/CCS 	2
m83/700/CCS 	18
m84/700/CCS 	52
m85/700/CCS 	2
m86/700/CCS 	4
m87/700/CCS 	1
m88/700/CCS 	3
m89/700/CCS 	0
m90/700/CCS 	57
m91/700/CCS 	3
m92/700/CCS 	2
m93/700/CCS 	1
m94/700/CCS 	3
m95/700/CCS 	2
m96/700/CCS 	5
m97/700/CCS 	3
m98/700/CCS 	77
m99/700/CCS 	9
m100/700/CCS 	85
m101/700/CCS 	3
m102/700/CCS 	2
m103/700/CCS 	1
m104/700/CCS 	1
m105/700/CCS 	17
m106/700/CCS 	5
m107/700/CCS 	6
m108/700/CCS 	2
m109/700/CCS 	5
m110/700/CCS 	1
m111/700/CCS 	72
m112/700/CCS 	1
