homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.022858013399224372,0.4232040367779011,0.04337335372706037,0.010492584553588926,1.67611277290402e-05,0.09703552511049626,0.969311001905526,0.031892488215825895,100,1,9665,100.0,961.3435910224814
