homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.022453014225209688,0.27304013901938295,0.04149384889727643,0.01389303956843648,6.223211678839561e-05,0.09348368938481699,0.9305081341634867,0.029323157260494077,100,1,9266,100.0,922.3633015249469
