homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.9885763315141932,0.6245200948724879,0.7654666816525998,0.6390060484399134,0.12089958883009573,0.24674906301243324,0.11099964889401615,0.9679490394743442,1697,1,43,11.785503830288745,6.067578736462619
