homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.3348614634823301,0.24707989557515814,0.28435007803315576,0.037730643478301726,0.002588219176278736,0.00961254458059313,0.0379,0.1706,2075,1,573,9.63855421686747,28.673306638271804
