homogeneity,completeness,v_measure,adjusted_mutual_information,adjusted_rand_index,fowlkes_mallows,purity,inverse_purity,k,min_size,max_size,avg_size,std_size
0.25422489083900585,0.20650549609437296,0.22789396441454163,0.03715517157402823,0.002833122356367462,0.010754506812239526,0.0434558275525999,0.09235796594622485,2075,1,573,9.63855421686747,28.673306638271804
